25;"2012-06-05 12:30:01";1;1
26;"2012-06-05 13:30:01";0;0
27;"2012-06-05 14:30:02";0;0
28;"2012-06-05 15:30:01";0;0
29;"2012-06-05 16:30:01";0;0
30;"2012-06-05 17:30:01";0;0
31;"2012-06-05 18:30:01";0;0
32;"2012-06-05 19:30:01";0;0
33;"2012-06-05 20:30:01";0;0
34;"2012-06-05 21:30:01";0;0
35;"2012-06-05 22:30:03";0;0
36;"2012-06-05 23:30:01";0;0
37;"2012-06-06 00:30:01";0;0
38;"2012-06-06 01:30:01";0;0
39;"2012-06-06 02:30:01";0;0
40;"2012-06-06 03:30:01";0;0
41;"2012-06-06 04:30:01";0;0
42;"2012-06-06 05:30:03";0;0
43;"2012-06-06 06:30:01";0;0
44;"2012-06-06 07:30:01";0;0
45;"2012-06-06 08:30:03";0;0
46;"2012-06-06 09:30:01";0;0
47;"2012-06-06 10:30:01";0;0
48;"2012-06-06 11:30:01";0;0
49;"2012-06-06 12:30:01";0;0
50;"2012-06-06 13:30:01";0;0
51;"2012-06-06 14:30:01";0;0
52;"2012-06-06 15:30:01";0;0
53;"2012-06-06 16:30:03";0;0
54;"2012-06-06 17:30:01";0;0
55;"2012-06-06 18:30:01";0;0
56;"2012-06-06 19:30:01";0;0
57;"2012-06-06 20:30:06";0;0
58;"2012-06-06 21:30:03";0;0
59;"2012-06-06 22:30:02";0;0
60;"2012-06-06 23:30:01";0;0
61;"2012-06-07 00:30:03";0;0
62;"2012-06-07 01:30:03";0;0
63;"2012-06-07 02:30:01";0;0
64;"2012-06-07 03:30:01";0;0
65;"2012-06-07 04:30:05";0;0
66;"2012-06-07 05:30:03";0;0
67;"2012-06-07 06:30:01";0;0
68;"2012-06-07 07:30:02";0;0
69;"2012-06-07 08:30:01";0;0
70;"2012-06-07 09:30:03";0;0
71;"2012-06-07 10:30:03";0;0
72;"2012-06-07 11:30:02";0;0
73;"2012-06-07 12:30:02";0;0
74;"2012-06-07 13:30:02";0;0
75;"2012-06-07 14:30:02";0;0
76;"2012-06-07 15:30:02";0;0
77;"2012-06-07 16:30:02";0;0
78;"2012-06-07 17:30:01";0;0
79;"2012-06-07 18:30:02";0;0
80;"2012-06-07 19:30:01";0;0
81;"2012-06-07 20:30:02";0;0
82;"2012-06-07 21:30:02";0;0
83;"2012-06-07 22:30:02";0;0
84;"2012-06-07 23:30:02";0;0
85;"2012-06-08 00:30:02";0;0
86;"2012-06-08 01:30:02";0;0
87;"2012-06-08 02:30:02";0;0
88;"2012-06-08 03:30:02";0;0
89;"2012-06-08 04:30:02";0;0
90;"2012-06-08 05:30:02";0;0
91;"2012-06-08 06:30:02";0;0
92;"2012-06-08 07:30:02";0;0
93;"2012-06-08 08:30:02";0;0
94;"2012-06-08 09:30:02";0;0
95;"2012-06-08 10:30:02";0;0
96;"2012-06-08 11:30:02";0;0
97;"2012-06-08 12:30:02";0;0
98;"2012-06-08 13:30:02";0;0
99;"2012-06-08 14:30:03";4;1
100;"2012-06-08 15:30:02";0;0
101;"2012-06-08 16:30:01";0;0
102;"2012-06-08 17:30:01";0;0
103;"2012-06-08 18:30:01";0;0
104;"2012-06-08 19:30:02";0;0
105;"2012-06-08 20:30:05";0;0
106;"2012-06-08 21:30:05";0;0
107;"2012-06-08 22:30:02";0;0
108;"2012-06-08 23:30:01";0;0
109;"2012-06-09 00:30:02";0;0
110;"2012-06-09 01:30:01";0;0
111;"2012-06-09 02:30:01";0;0
112;"2012-06-09 03:30:02";0;0
113;"2012-06-09 04:30:02";0;0
114;"2012-06-09 05:30:02";0;0
115;"2012-06-09 06:30:02";0;0
116;"2012-06-09 07:30:02";0;0
117;"2012-06-09 08:30:02";0;0
118;"2012-06-09 09:30:02";0;0
119;"2012-06-09 10:30:02";0;0
120;"2012-06-09 11:30:02";0;0
121;"2012-06-09 12:30:02";0;0
122;"2012-06-09 13:30:02";0;0
123;"2012-06-09 14:30:02";0;0
124;"2012-06-09 15:30:02";0;0
125;"2012-06-09 16:30:02";0;0
126;"2012-06-09 17:30:02";0;0
127;"2012-06-09 18:30:02";0;0
