202 365 253 912989 1 22
203 366 253 1187776 1 29
204 367 254 912989 1 82
205 368 255 768298 0 3
206 369 256 851914 1 3
207 370 256 1187776 1 2
208 375 261 768298 6 266
209 377 263 842995 1 71
210 380 266 768298 7 146
211 381 266 835223 2 33
212 385 270 768298 6 83
213 386 271 851914 21 59
214 388 272 768298 5 203
215 389 272 566600 0 5
216 390 273 768298 5 263
217 391 273 1228033 3 38
218 392 274 768298 5 323
219 393 274 1228033 4 98
220 394 275 768298 6 32
221 395 275 1228564 0 3
222 396 276 768298 6 92
223 397 276 1228564 5 63
224 398 277 768298 7 152
225 399 277 1228564 5 123
226 400 278 768298 7 212
227 401 279 407829 0 3
228 422 300 768298 4 274
229 423 301 21324 0 1
230 446 324 768298 6 33
231 447 325 571609 1 1
232 449 326 768298 7 153
233 450 327 597161 1 2
234 451 327 571609 1 55
235 453 328 768298 6 273
236 454 328 1228564 3 44
237 456 330 508500 3 67
238 457 331 912989 1 42
239 459 333 797639 7 99
240 460 334 1228564 2 39
241 461 334 797639 7 159
242 462 335 1228564 2 99
243 466 339 912989 1 59
244 473 346 768298 3 32
245 474 347 912989 1 8
246 476 348 768298 6 152
247 477 349 912989 1 14
248 478 349 768298 6 212
249 479 350 912989 1 74
250 480 350 768298 3 272
251 481 350 835223 2 23
252 482 351 912989 2 10
253 483 351 768298 1 332
254 484 352 912989 1 70
255 485 352 768298 2 392
256 486 353 912989 1 130
257 487 354 2761663 5 31
258 489 355 912989 1 97
259 490 355 768298 0 1
260 491 356 912989 1 157
261 496 360 768298 2 230
262 497 361 912989 1 24
263 498 361 768298 8 290
264 501 364 2761663 1 127
265 504 367 768298 4 160
266 505 368 912989 1 39
267 507 369 768298 4 280
268 511 373 912989 0 5
269 512 374 2783862 0 3
270 513 374 499752 1 5
271 514 374 3108027 0 5
272 516 376 912989 1 43
273 517 377 2761663 1 31
274 519 379 768298 7 93
275 520 379 508500 1 49
276 521 380 851914 1 2
277 522 380 768298 5 153
278 523 380 508500 1 109
279 525 382 768298 1 273
280 526 383 2784329 2 19
281 527 384 768298 7 25
282 528 385 851914 0 5
283 530 386 768298 4 145
284 531 387 842995 4 25
285 532 387 768298 4 205
286 534 389 842995 6 145
287 536 391 768298 7 114
288 537 392 851914 20 70
289 539 393 768298 1 32
290 540 394 912989 1 38
291 541 394 768298 5 92
292 542 395 851914 1 13
293 545 398 768298 3 167
294 546 399 4421703 2 20
295 549 401 768298 3 347
296 550 402 4571699 2 3
297 551 403 4576488 1 33
298 552 404 2784329 1 22
299 557 409 4421703 2 241
300 558 409 797639 10 42
301 559 410 4421703 2 301
302 560 410 797639 11 102
303 561 411 4421703 1 361
304 562 411 797639 1 162
305 563 412 4421703 1 421
306 564 412 797639 1 222
307 565 413 4421703 1 481
308 566 413 2784329 2 28
309 567 413 797639 1 282
310 568 414 4421703 1 541
311 569 414 2784329 3 88
312 570 414 797639 1 342
313 571 415 4421703 1 601
314 572 415 2784329 3 148
315 573 415 797639 1 402
316 574 416 4421703 1 661
317 575 416 797639 1 462
318 576 417 4421703 1 721
319 577 417 797639 1 522
320 578 418 4421703 1 781
321 579 418 797639 1 582
322 580 419 4421703 1 841
323 584 422 797639 1 822
324 585 423 499752 0 6
325 586 423 2784329 0 1
326 590 427 4421703 2 227
327 591 427 912989 1 36
328 592 428 4421703 6 287
329 593 428 912989 1 96
330 594 428 851914 1 4
331 595 429 912989 1 156
332 597 431 464276 5 101
333 598 432 768298 0 0
334 599 433 464276 4 281
335 600 434 768298 6 44
336 601 435 21324 2 15
337 605 438 768298 6 284
338 606 439 2784329 1 56
339 607 440 571609 0 8
340 608 440 404668 0 2
341 609 440 407829 0 8
342 610 441 571609 1 51
343 611 441 597182 0 0
344 613 443 2783862 1 51
345 617 447 768298 4 233
346 618 448 2783951 0 6
347 619 448 768298 1 293
348 622 451 2783862 1 65
349 623 452 768298 7 26
350 624 453 2783862 0 3
351 626 454 768298 7 146
352 627 455 2783862 0 11
353 628 455 768298 5 206
354 629 456 2783862 9 71
355 630 456 768298 1 266
356 632 458 2783862 1 9
357 635 460 2784329 2 141
358 636 461 768298 4 33
359 637 461 2784329 0 5
360 638 462 768298 5 93
361 639 462 835223 1 24
362 640 462 2784329 2 65
363 641 463 768298 6 153
364 642 463 835223 2 84
365 643 463 2784329 1 125
366 644 464 768298 2 213
367 645 464 2784329 2 185
368 646 465 2783862 2 22
369 647 465 768298 6 273
370 649 466 2784329 2 305
371 655 472 768298 2 351
372 657 474 464276 3 90
373 662 479 768298 6 215
374 664 481 2783862 2 89
375 670 487 768298 2 98
376 671 487 2784329 2 52
377 672 488 768298 1 158
378 673 488 2784329 2 112
379 674 489 851914 2 20
380 675 489 768298 1 218
381 676 489 2784329 2 172
382 677 490 9106920 1 23
383 678 490 768298 7 32
384 679 490 2784329 2 232
385 680 491 768298 1 92
386 681 491 2784329 2 292
387 686 496 768298 1 269
388 688 498 464276 4 93
389 692 502 21324 1 180
390 693 502 2783862 1 3
391 694 503 21324 1 240
392 697 506 2783862 9 115
393 698 507 768298 1 26
394 700 509 842995 3 84
395 702 511 851914 0 0
396 708 517 768298 3 219
397 711 520 2784329 2 137
398 712 521 464269 3 49
399 715 524 842995 4 150
400 717 526 768298 1 39
401 718 527 464276 3 27
402 720 529 17029300 2 41
403 724 533 768298 3 234
404 725 534 835223 0 0
405 726 535 768298 1 10
406 727 536 17029300 1 14
407 728 537 768298 1 41
408 730 539 2784329 1 36
409 731 540 19398251 1 25
410 732 541 851914 0 7
411 733 542 17029300 2 21
412 737 546 851914 1 230
413 738 546 768298 4 44
414 739 547 851914 6 290
415 743 550 768298 8 110
416 744 550 2784329 1 57
417 745 551 768298 4 170
418 746 551 2784329 1 117
419 750 555 768298 5 98
420 751 556 2784329 2 50
421 753 558 19398251 4 88
422 754 559 835223 2 32
423 755 560 912989 0 3
424 756 560 835223 0 0
425 758 561 2784329 3 61
426 763 566 20855680 1 260
427 768 571 768298 3 208
428 769 572 19398251 4 35
429 771 574 17029300 4 62
430 772 575 2784329 0 0
431 773 576 17029300 0 2
432 774 577 23040751 1 24
433 778 581 768298 4 202
434 779 582 2783862 0 19
435 780 582 768298 1 30
436 782 584 2783862 1 20
437 783 584 768298 4 46
438 784 585 2783862 3 50
439 785 585 768298 4 41
440 787 587 2783862 1 28
441 793 593 768298 1 358
442 794 594 842995 1 27
443 795 594 768298 4 418
444 796 595 842995 6 87
445 797 595 768298 4 478
446 802 600 842995 2 387
447 803 601 835223 1 33
448 804 602 2783862 1 11
449 805 602 835223 1 93
450 807 604 2783862 12 66
451 808 605 18240423 2 47
452 809 605 797639 0 1
453 812 608 768298 12 145
454 813 609 1228564 2 13
455 815 611 797639 9 106
456 816 612 835223 2 29
457 817 613 768298 4 41
458 818 614 2783862 3 43
459 819 614 768298 5 101
460 820 615 2783862 8 103
461 821 615 768298 4 161
462 822 616 2783862 4 163
463 823 617 17029300 4 46
464 824 618 768298 4 32
465 825 619 2784329 1 18
466 827 621 851914 2 109
467 828 622 2784329 1 17
468 829 623 851914 1 17
469 833 626 2784329 1 257
470 835 628 797639 4 97
471 836 629 2784329 3 39
472 837 630 768298 0 6
473 838 630 2784329 4 99
474 839 631 768298 3 66
475 840 631 2784329 5 159
476 851 642 768298 5 43
477 853 644 508500 4 134
478 856 647 464276 2 150
479 863 653 768298 5 33
480 864 654 851914 0 6
481 868 658 842995 1 196
482 870 660 835223 2 73
483 872 662 464276 5 93
484 873 662 20855680 0 7
485 875 663 2784329 2 71
486 876 663 797639 2 32
487 877 664 2784329 2 131
488 878 664 797639 6 92
489 879 665 1228564 0 7
490 880 665 2784329 2 191
491 881 665 797639 6 152
492 882 665 464269 0 8
493 883 666 851914 12 43
494 884 666 2784329 2 251
495 885 667 20855680 1 5
496 886 668 851914 1 8
497 887 669 768298 1 30
498 888 670 20855680 0 0
499 891 673 768298 2 273
500 892 674 835223 2 13
501 902 684 768298 2 3
502 903 685 36973380 3 28
503 907 689 768298 5 220
504 908 690 37729115 1 3
505 909 691 2784329 1 32
506 910 692 768298 5 31
507 911 693 842995 7 19
508 912 693 768298 6 91
509 913 694 842995 10 79
510 914 694 768298 3 32
511 915 695 842995 11 139
512 917 697 37729115 2 82
513 918 698 2783862 1 42
514 919 698 768298 6 40
515 920 699 2783862 6 102
516 921 699 768298 5 100
517 922 700 2783862 12 162
518 923 701 2784329 2 56
519 928 706 768298 2 272
520 930 708 37729115 0 5
521 931 709 851914 0 2
522 934 712 37729115 1 126
523 935 713 39540121 0 3
524 936 713 37729115 1 186
525 937 714 39540121 2 63
526 939 715 37729115 1 306
527 940 715 768298 3 40
528 953 728 37729115 3 73
529 954 728 15555079 2 8
530 955 729 37729115 1 31
531 956 730 842995 0 3
532 957 730 37729115 1 91
533 958 730 851914 1 18
534 960 732 37729115 4 211
535 961 732 851914 4 34
536 962 733 40060121 0 4
537 963 733 37729115 3 271
538 964 733 851914 28 94
539 968 737 37729115 8 152
540 970 739 835223 2 81
541 971 740 768298 3 29
542 973 742 2783862 1 94
543 974 743 835223 1 27
544 976 745 464276 2 109
545 982 751 768298 3 87
546 984 753 17029300 2 78
547 986 755 797639 1 90
548 987 756 37729115 2 40
549 988 756 19398251 1 15
550 1000 768 37729115 1 29
551 1001 768 45357184 1 25
552 1002 769 37729115 1 9
553 1007 773 45574252 1 17
554 1008 773 19398251 3 46
555 1011 776 45574252 3 197
556 1012 777 508500 3 18
557 1013 778 842995 2 8
558 1014 778 37729115 2 42
559 1016 780 842995 2 128
560 1018 782 2784329 2 80
561 1019 783 17029300 1 33
562 1020 784 48651853 1 18
563 1021 784 17029300 1 93
564 1022 785 48651853 1 78
565 1023 785 17029300 3 153
566 1024 786 48651853 1 138
567 1025 786 17029300 1 213
568 1028 789 48666777 3 163
569 1029 790 768298 1 10
570 1030 791 48913711 1 22
571 1031 792 48935004 1 32
572 1032 793 47106901 1 7
573 1045 806 851914 1 764
574 1046 807 47106901 4 7
575 1048 809 48935004 1 79
576 1052 812 37729115 3 184
577 1053 813 48935004 1 12
578 1054 "2013-05-31 11:30:01" 49234869 1 18
